Rank,Release Group,Worldwide,Domestic,Foreign,Filename,Year,Domestic %,Foreign %
1362,You Again,32054369,25702053,6352316,2010.csv,2010,80.18268274131367,19.81731725868633
1363,Dilwale,31994323,4871263,27123060,2015.csv,2015,15.225397955756087,84.7746020442439
1364,Suffragette,31972096,4702420,27269676,2015.csv,2015,14.70788777814254,85.29211222185747
1365,Bad Times at the El Royale,31882724,17839115,14043609,2018.csv,2018,55.952292533097236,44.047707466902764
1366,Self/less,31807156,12279691,19527465,2015.csv,2015,38.60669278322148,61.39330721677852
1367,Spring Breakers,31724284,14124284,17600000,2013.csv,2013,44.52199457046848,55.47800542953152
1368,Hunter Killer,31672678,15767460,15905218,2018.csv,2018,49.782528651350546,50.217471348649454
1369,New World,31670607,457806,31212801,2013.csv,2013,1.445523289149463,98.55447671085054
1370,Ae Dil Hai Mushkil,31668920,4264983,27403937,2016.csv,2016,13.46740905594507,86.53259094405493
1371,Anna,31626978,7743794,23883184,2019.csv,2019,24.48477372703772,75.51522627296228
1372,Super Troopers 2,31626386,30617396,1008990,2018.csv,2018,96.80965760678441,3.1903423932155888
1373,Bodyguard,31516209,1834384,29681825,2011.csv,2011,5.820446234507457,94.17955376549254
1374,The Thing,31505287,16928670,14576617,2011.csv,2011,53.732790943945375,46.267209056054625
1375,I Don't Know How She Does It,31410151,9662284,21747867,2011.csv,2011,30.76166045811114,69.23833954188886
1376,What's in a Name?,31303580,8111,31295469,2012.csv,2012,0.025910774422605976,99.97408922557739
1377,Tazza: The Hidden Card,31278476,251555,31026921,2014.csv,2014,0.8042431479078457,99.19575685209216
1378,Saving Mr. Wu,31222161,92696,31129465,2015.csv,2015,0.29689168536412325,99.70310831463588
1379,My Dear Liar,31177968,90545,31087423,2019.csv,2019,0.29041340987969455,99.7095865901203
1380,Joyful Noise,31158113,30932113,226000,2012.csv,2012,99.27466724316713,0.7253327568328672
1381,Premium Rush,31083599,20275446,10808153,2012.csv,2012,65.22875938529512,34.77124061470488
1382,The Wild Goose Lake,31042413,12573,31029840,2019.csv,2019,0.040502650357754084,99.95949734964225
1383,The Strangers: Prey at Night,31039126,24586708,6452418,2018.csv,2018,79.21198554366512,20.788014456334885
1384,This Is Not What I Expected,30996615,337670,30658945,2017.csv,2017,1.0893770174581965,98.91062298254181
1385,Playing for Keeps,30962335,13103272,17859063,2012.csv,2012,42.32003820125323,57.679961798746774
1386,Billy Lynn's Long Halftime Walk,30930984,1738477,29192507,2016.csv,2016,5.620503376161587,94.3794966238384
1387,African Cats,30857747,15428747,15429000,2011.csv,2011,49.9995900543225,50.000409945677504
1388,Attack on Titan Part 1,30810658,449523,30361135,2015.csv,2015,1.4589853939503663,98.54101460604964
1389,Winter's Tale,30800231,12600231,18200000,2014.csv,2014,40.90953408758525,59.09046591241475
1390,Norm of the North,30734502,17062499,13672003,2016.csv,2016,55.51578157993254,44.48421842006746
1391,Carnage,30722632,2547047,28175585,2011.csv,2011,8.290458317503527,91.70954168249648
1392,A Man Called Ove,30691696,3479315,27212381,2015.csv,2015,11.336339966354418,88.66366003364558
1393,A Wedding Invitation,30665036,14350,30650686,2013.csv,2013,0.04679596658552757,99.95320403341448
1394,When the Bough Breaks,30658387,29747603,910784,2016.csv,2016,97.02925010373181,2.970749896268189
1395,Wild Tales,30642704,3106530,27536174,2014.csv,2014,10.137910805782676,89.86208919421732
1396,A Dangerous Method,30519436,5704709,24814727,2011.csv,2011,18.69205250057701,81.307947499423
1397,What's Your Number?,30426096,14011084,16415012,2011.csv,2011,46.04956219161341,53.95043780838659
1398,Nocturnal Animals,30311857,10663357,19648500,2016.csv,2016,35.17883117487655,64.82116882512345
1399,Far from the Madding Crowd,30229977,12236500,17993477,2015.csv,2015,40.4780327818311,59.5219672181689
1400,A Silent Voice: The Movie,30156463,310407,29846056,2016.csv,2016,1.0293216415996798,98.97067835840032
1401,When the Game Stands Tall,30138754,30127963,10791,2014.csv,2014,99.96419560012335,0.03580439987665051
1402,The Rum Diary,30134958,13109815,17025143,2011.csv,2011,43.50367768888213,56.49632231111787
1403,Reset 2017 Re-release,29949252,108970,29840282,2017.csv,2017,0.36384881999724067,99.63615118000277
1404,Keeping Up with the Joneses,29918745,14904426,15014319,2016.csv,2016,49.816347577413424,50.183652422586576
1405,The Bye Bye Man,29874280,22395806,7478474,2017.csv,2017,74.96684773658143,25.033152263418568
1406,Draft Day,29824199,28842237,981962,2014.csv,2014,96.70749916871195,3.2925008312880424
1407,The Disaster Artist,29820616,21120616,8700000,2017.csv,2017,70.82555236283517,29.174447637164842
1408,Like a Boss,29753143,22169514,7583629,2020.csv,2020,74.51150286878936,25.488497131210643
1409,The Swindlers,29721916,241916,29480000,2017.csv,2017,0.8139313764294335,99.18606862357056
1410,The Raven,29699345,16008272,13691073,2012.csv,2012,53.901094451746324,46.09890554825367
1411,Masterminds,29674699,17368022,12306677,2016.csv,2016,58.52804774868988,41.471952251310114
1412,Amour,29652180,6739492,22912688,2012.csv,2012,22.72848741643953,77.27151258356047
1413,Politics,29459596,1514558,27945038,2010.csv,2010,5.141136355026728,94.85886364497327
1414,The Losers,29397654,23591432,5806222,2010.csv,2010,80.24936955853688,19.75063044146312
1415,Mr. Holmes,29355203,17737646,11617557,2015.csv,2015,60.42419805443008,39.57580194556992
1416,Rowdy Rathore,29342463,777373,28565090,2012.csv,2012,2.649310659435781,97.35068934056422
1417,Sword Art Online The Movie: Ordinal Scale,29322339,1522976,27799363,2017.csv,2017,5.193910349375607,94.80608965062439
1418,Free Solo,29318861,17541090,11777771,2018.csv,2018,59.82868843370143,40.17131156629857
1419,Big Eyes,29253166,14482031,14771135,2014.csv,2014,49.5058586137309,50.4941413862691
1420,My Hero Academia: Heroes Rising,29187012,13304000,15883012,2019.csv,2019,45.58191842316713,54.418081576832876
1421,Special ID,29139936,12666,29127270,2013.csv,2013,0.04346612154535961,99.95653387845465
1422,Sacrifice,29093560,29792,29063768,2010.csv,2010,0.10240066873906115,99.89759933126093
1423,Pad Man,29045020,1670192,27374828,2018.csv,2018,5.750355826919726,94.24964417308027
1424,M.S. Dhoni: The Untold Story,28903047,1801550,27101497,2016.csv,2016,6.233079854867897,93.7669201451321
1425,Speak Bachchan,28775262,1216258,27559004,2012.csv,2012,4.226748656536993,95.773251343463
1426,Mirai,28756961,812794,27944167,2018.csv,2018,2.826425226226095,97.17357477377391
1427,Twins 2,28733523,1431255,27302268,2017.csv,2017,4.981133013170713,95.01886698682928
1428,The Suspect,28674130,218693,28455437,2013.csv,2013,0.7626839942484741,99.23731600575152
1429,The Fortress,28645448,252895,28392553,2017.csv,2017,0.8828453302598025,99.11715466974019
1430,Love & Mercy,28641776,12551031,16090745,2015.csv,2015,43.820714888629816,56.17928511137019
1431,I Give It a Year,28328531,34657,28293874,2013.csv,2013,0.12233955936507969,99.87766044063491
1432,The Master,28258060,16377274,11880786,2012.csv,2012,57.956115883397516,42.043884116602484
1433,Fan,28240000,2300000,25940000,2016.csv,2016,8.144475920679886,91.85552407932012
1434,Gully Boy,28141995,5566534,22575461,2019.csv,2019,19.780168392468266,80.21983160753173
1435,Your Highness,28013733,21596445,6417288,2011.csv,2011,77.09234967007075,22.907650329929254
1436,Mandela: Long Walk to Freedom,27985788,8323085,19662703,2013.csv,2013,29.740398948208995,70.259601051791
1437,The Brothers Grimsby,27979040,6874837,21104203,2016.csv,2016,24.571382720779557,75.42861727922045
1438,The 33,27972023,12227722,15744301,2015.csv,2015,43.71411392018375,56.28588607981625
1439,The Divine Move,27926871,136707,27790164,2014.csv,2014,0.48951778378608907,99.51048221621392
1440,Monster Family,27890108,127259,27762849,2017.csv,2017,0.4562872255639885,99.54371277443602
1441,The Beguiled,27869129,10709995,17159134,2017.csv,2017,38.42960072415611,61.57039927584389
1442,Dark Skies,27858103,17418667,10439436,2013.csv,2013,62.526393128778366,37.473606871221634
1443,Default,27694043,203775,27490268,2018.csv,2018,0.7358080580722721,99.26419194192772
1444,Nebraska,27682872,17654912,10027960,2013.csv,2013,63.77557935462765,36.22442064537235
1445,One Cut of the Dead,27590180,52406,27537774,2018.csv,2018,0.18994439325876092,99.81005560674124
1446,The Women on the 6th Floor,27533970,719823,26814147,2011.csv,2011,2.6143087974600103,97.38569120253999
1447,The Happytime Murders,27506452,20706452,6800000,2018.csv,2018,75.27852737968533,24.72147262031468
1448,The Incredible Burt Wonderstone,27437881,22537881,4900000,2013.csv,2013,82.14147805364416,17.858521946355843
1449,Left Behind,27405896,14019924,13385972,2014.csv,2014,51.15659783573578,48.84340216426422
1450,Irrational Man,27391084,4030360,23360724,2015.csv,2015,14.714131065422603,85.28586893457741
1451,Jing wu feng yun: Chen Zhen,27390678,50433,27340245,2010.csv,2010,0.18412468650830768,99.8158753134917
1452,Detective K: Secret of the Lost Island,27387870,185367,27202503,2015.csv,2015,0.6768215271943382,99.32317847280567
1453,Midnight Sun,27365467,9561064,17804403,2018.csv,2018,34.93842805606058,65.06157194393943
1454,Ramona and Beezus,27293743,26167002,1126741,2010.csv,2010,95.87179742990912,4.128202570090881
1455,American Ultra,27262374,14440985,12821389,2015.csv,2015,52.970386951627916,47.029613048372084
1456,Khumba,27187375,1029,27186346,2013.csv,2013,0.0037848449877930478,99.99621515501221
1457,Splice 2010 Re-release,27127620,17010170,10117450,2010.csv,2010,62.7042475528631,37.295752447136906
1458,Let Me In,27093592,12134935,14958657,2010.csv,2010,44.78894861928976,55.21105138071024
1459,My Neighbor Totoro 2018 Re-release,27083857,1144649,25939208,2018.csv,2018,4.2263145902742,95.7736854097258
1460,Hitchcock,27039669,6008677,21030992,2012.csv,2012,22.221710628188532,77.77828937181147
1461,Total Dhamaal,26911995,2167632,24744363,2019.csv,2019,8.05451992689505,91.94548007310495
1462,You're Next,26895481,18494006,8401475,2013.csv,2013,68.76250326216513,31.23749673783488
1463,Chips,26800152,18600152,8200000,2017.csv,2017,69.40315860895117,30.59684139104883
1464,A Cure for Wellness,26620002,8106986,18513016,2017.csv,2017,30.45449057441844,69.54550942558157
1465,Missing Link,26565710,16649539,9916171,2019.csv,2019,62.67304355878311,37.32695644121689
1466,No Manches Frida 2,26493648,9270920,17222728,2019.csv,2019,34.99299152762957,65.00700847237043
1467,A Hard Day,26488847,19004,26469843,2014.csv,2014,0.07174340204388661,99.9282565979561
1468,The Way Way Back,26474920,21506546,4968374,2013.csv,2013,81.23365811870254,18.766341881297468
1469,Only the Brave,26351322,18343983,8007339,2017.csv,2017,69.61314123063731,30.38685876936269
1470,Twenty Two,26289378,46796,26242582,2017.csv,2017,0.17800345067121784,99.82199654932879
1471,Aloha,26250020,21067116,5182904,2015.csv,2015,80.25561885286182,19.744381147138174
1472,Apollo 18,26236153,17687709,8548444,2011.csv,2011,67.41731152429246,32.58268847570755
1473,The Zookeeper's Wife,26152835,17571660,8581175,2017.csv,2017,67.18835644395722,32.811643556042775
1474,Badrinath Ki Dulhania,26134309,1993259,24141050,2017.csv,2017,7.6269818344919695,92.37301816550803
1475,Top Five,26117471,25317471,800000,2014.csv,2014,96.93691628871723,3.0630837112827654
1476,Hichki,26055222,330279,25724943,2018.csv,2018,1.2676115367583511,98.73238846324165
1477,Iceman,26033917,7679,26026238,2014.csv,2014,0.02949613767302093,99.97050386232698
1478,Agneepath,26001696,1986748,24014948,2012.csv,2012,7.640840043664844,92.35915995633516
1479,The Light Between Oceans,25975621,12545979,13429642,2016.csv,2016,48.299053177592945,51.700946822407055
1480,White Boy Rick,25957482,24011188,1946294,2018.csv,2018,92.5019922964793,7.498007703520704
1481,"Paul, Apostle of Christ",25915966,17560475,8355491,2018.csv,2018,67.75929170458087,32.240708295419125
1482,Huevos: Little Rooster's Egg-cellent Adventure,25892561,9080818,16811743,2015.csv,2015,35.07114649647827,64.92885350352172
1483,Rust and Bone,25807712,2062027,23745685,2012.csv,2012,7.989964395138942,92.01003560486106
1484,Our Idiot Brother,25804448,24816118,988330,2011.csv,2011,96.16992388289026,3.8300761171097326
1485,Fair Game,25798915,9540691,16258224,2010.csv,2010,36.98097768840279,63.01902231159722
1486,Leap,25780959,83074,25697885,2020.csv,2020,0.3222300613410075,99.67776993865898
1487,"The Gangster, the Cop, the Devil",25775371,216494,25558877,2019.csv,2019,0.8399258346271717,99.16007416537282
1488,A Beautiful Planet,25730120,15650615,10079505,2016.csv,2016,60.82604744944835,39.17395255055165
1489,Fireworks,25672406,525280,25147126,2017.csv,2017,2.0460879280266915,97.9539120719733
1490,Emma.,25645655,10055355,15590300,2020.csv,2020,39.20880554620266,60.79119445379734
1491,Father Figures,25601244,17501244,8100000,2017.csv,2017,68.36091246191005,31.639087538089942
1492,"Love, Rosie",25574387,20431,25553956,2014.csv,2014,0.07988852284123173,99.92011147715877
1493,Mr. Donkey,25537759,356255,25181504,2016.csv,2016,1.3950127730471573,98.60498722695284
1494,Keys To The Heart,25375866,75134,25300732,2018.csv,2018,0.29608447648643793,99.70391552351356
1495,A Haunted House 2,25358716,17329486,8029230,2014.csv,2014,68.33739531607199,31.662604683928002
1496,And So It Goes,25312387,15160801,10151586,2014.csv,2014,59.89478985130877,40.105210148691235
1497,Enough Said,25288872,17550872,7738000,2013.csv,2013,69.40156128751018,30.598438712489827
1498,Biutiful,25147786,5101237,20046549,2010.csv,2010,20.285034237208794,79.7149657627912
1499,On the Other Side of the Tracks,25109572,9572,25100000,2012.csv,2012,0.03812092057961004,99.96187907942038
1500,Born in China,25081168,13873211,11207957,2016.csv,2016,55.31325734112542,44.68674265887458
1501,Race,25070261,19206207,5864054,2016.csv,2016,76.60952153629353,23.39047846370646
1502,The Last Exorcism 2,25051865,15179302,9872563,2013.csv,2013,60.591504864009124,39.408495135990876
1503,Free State of Jones,25035950,20810036,4225914,2016.csv,2016,83.12061655339622,16.879383446603786
1504,Whiskey Tango Foxtrot,24972139,23083334,1888805,2016.csv,2016,92.4363507667485,7.563649233251504
1505,Housefull 2,24922847,1791780,23131067,2012.csv,2012,7.189307064317331,92.81069293568267
1506,Booksmart,24863452,22680962,2182490,2019.csv,2019,91.22209578943423,8.777904210565774
1507,Wild City,24817852,34866,24782986,2015.csv,2015,0.14048758127818636,99.85951241872182
1508,Elle s'appelait Sarah,24792815,7693187,17099628,2010.csv,2010,31.029905236658283,68.97009476334172
1509,Lottery Ticket,24719879,24719879,0,2010.csv,2010,100.0,0.0
1510,Big Miracle,24719215,20157300,4561915,2012.csv,2012,81.5450652458017,18.4549347541983
1511,Super 30,24701637,2269878,22431759,2019.csv,2019,9.189180457959123,90.81081954204087
1512,Scoob!,24700000,0,24700000,2020.csv,2020,0.0,100.0
1513,Drug War,24676341,128195,24548146,2013.csv,2013,0.5195057079167451,99.48049429208325
1514,Ready,24663361,955148,23708213,2011.csv,2011,3.872740621199195,96.1272593788008
1515,The Death of Stalin,24646055,8047856,16598199,2017.csv,2017,32.65372896392547,67.34627103607454
1516,The Snow Queen 3: Fire and Ice,24644317,0,24644317,2016.csv,2016,0.0,100.0
1517,Sparkle,24637800,24397469,240331,2012.csv,2012,99.02454358749564,0.9754564125043632
1518,The Players,24629152,10854,24618298,2012.csv,2012,0.044069726801799755,99.9559302731982
1519,Honest Thief,24626787,12558569,12068218,2020.csv,2020,50.995564301587535,49.004435698412465
1520,Capture the Flag,24604331,6690,24597641,2015.csv,2015,0.027190334904858827,99.97280966509514
1521,God's Not Dead 2,24487848,20774575,3713273,2016.csv,2016,84.83626245964938,15.163737540350628
1522,Stan & Ollie,24420923,5470235,18950688,2018.csv,2018,22.399788083357866,77.60021191664214
1523,The Tale of The Princess Kaguya,24366656,703232,23663424,2013.csv,2013,2.8860423030554543,97.11395769694454
1524,The Great Beauty,24271739,2852400,21419339,2013.csv,2013,11.751939158541544,88.24806084145845
1525,Jackie,24262468,13960394,10302074,2016.csv,2016,57.53905167438036,42.46094832561963
1526,Trance,24261569,2328743,21932826,2013.csv,2013,9.598484747626998,90.401515252373
1527,The Accidental Detective 2: In Action,24243825,179045,24064780,2018.csv,2018,0.7385179525095565,99.26148204749045
1528,Jolly LLB 2,24214186,1654254,22559932,2017.csv,2017,6.831755566757438,93.16824443324256
1529,The Gunman,24177137,10664749,13512388,2015.csv,2015,44.110884593159234,55.88911540684077
1530,The Railway Man,24174885,4438438,19736447,2013.csv,2013,18.359706778336278,81.64029322166371
1531,The Way Back,24172201,2701859,21470342,2010.csv,2010,11.177546471668013,88.82245352833199
1532,The Founder,24121245,12786053,11335192,2016.csv,2016,53.00743390318369,46.99256609681631
1533,Bad Santa 2,24079268,17782178,6297090,2016.csv,2016,73.84849904905747,26.15150095094253
1534,Kung Fu Jungle,24070765,129784,23940981,2014.csv,2014,0.5391768811668428,99.46082311883315
1535,I Can Speak,24024444,63239,23961205,2017.csv,2017,0.2632277358843351,99.73677226411567
1536,Spirits' Homecoming,23857217,125616,23731601,2016.csv,2016,0.5265324953870353,99.47346750461297
1537,Silence,23834809,7100177,16734632,2016.csv,2016,29.78910802264033,70.21089197735967
1538,Wanderlust,23812816,17450535,6362281,2012.csv,2012,73.28211413551425,26.717885864485748
1539,The Dressmaker,23762417,2022115,21740302,2015.csv,2015,8.509719360618913,91.49028063938108
1540,Pokémon the Movie: The Power of Us,23740788,789170,22951618,2018.csv,2018,3.3241103875743296,96.67588961242566
1541,The Peanut Butter Falcon,23725674,20457151,3268523,2019.csv,2019,86.22368747037493,13.776312529625082
1542,Amy,23706049,8413144,15292905,2015.csv,2015,35.48943984718837,64.51056015281164
1543,To the Arctic 3D,23695388,14560838,9134550,2012.csv,2012,61.450093157368855,38.549906842631145
1544,What Now?,23591043,23591043,0,2016.csv,2016,100.0,0.0
1545,The War with Grandpa,23576325,15449198,8127127,2020.csv,2020,65.52844007706884,34.471559922931164
1546,No manches Frida,23540937,11528613,12012324,2016.csv,2016,48.972617360133114,51.02738263986688
1547,Youth,23469540,2703296,20766244,2015.csv,2015,11.518316933352763,88.48168306664724
1548,Wish Upon,23468586,14301505,9167081,2017.csv,2017,60.938929171105585,39.06107082889442
1549,Only Cloud Knows,23410836,0,23410836,2019.csv,2019,0.0,100.0
1550,Detroit,23355100,16790139,6564961,2017.csv,2017,71.89067484189748,28.10932515810251
1551,Middle School: The Worst Years of My Life,23316139,20007149,3308990,2016.csv,2016,85.80815631610362,14.191843683896376
1552,Warrior,23308615,13657115,9651500,2011.csv,2011,58.592563307601075,41.407436692398925
1553,Triple 9,23177948,12639297,10538651,2016.csv,2016,54.53156163781194,45.46843836218806
1554,Hoodwinked Too! Hood vs. Evil,23167844,10143779,13024065,2011.csv,2011,43.78387130023838,56.21612869976161
1555,Rock Dog,23157646,9420546,13737100,2016.csv,2016,40.68006739545116,59.31993260454884
1556,Dark Waters,23108017,11136084,11971933,2019.csv,2019,48.19143070562914,51.80856929437086
1557,The Choice,23064015,18730891,4333124,2016.csv,2016,81.21262061267304,18.78737938732697
1558,Padmaavat,22991060,11846060,11145000,2018.csv,2018,51.524636097683185,48.475363902316815
1559,Young Adult,22939027,16311571,6627456,2011.csv,2011,71.10838223434673,28.891617765653265
1560,A Separation,22926076,7099055,15827021,2011.csv,2011,30.964980662194435,69.03501933780556
1561,Baggage Claim,22871096,21569509,1301587,2013.csv,2013,94.30903092707057,5.69096907292943
1562,Won't You Be My Neighbor?,22844741,22835787,8954,2018.csv,2018,99.96080498351897,0.03919501648103605
1563,Kon-Tiki,22842887,1517410,21325477,2012.csv,2012,6.642811830220935,93.35718816977906
1564,Hunt for the Wilderpeople,22835917,5205468,17630449,2016.csv,2016,22.795090733601807,77.20490926639819
1565,Sweet Sixteen,22819702,34327,22785375,2016.csv,2016,0.1504270301163442,99.84957296988367
1566,Captain Fantastic,22787526,5879835,16907691,2016.csv,2016,25.80286688427695,74.19713311572305
1567,Extraordinary Mission,22757764,54174,22703590,2017.csv,2017,0.23804623336457836,99.76195376663543
1568,Black and Blue,22741061,22055313,685748,2019.csv,2019,96.98453823240702,3.01546176759299
1569,Fading Gigolo,22706304,3769873,18936431,2014.csv,2014,16.60275930420028,83.39724069579972
1570,Live by Night,22678555,10378555,12300000,2016.csv,2016,45.76374023830002,54.23625976169999
1571,The Farewell,22671661,17695781,4975880,2019.csv,2019,78.0524241254313,21.947575874568695
1572,Julieta,22468044,1490948,20977096,2016.csv,2016,6.635860246668557,93.36413975333144
1573,Late Night,22386555,15499454,6887101,2019.csv,2019,69.23554785450463,30.764452145495362
1574,2 States,22386518,2238174,20148344,2014.csv,2014,9.997865679691678,90.00213432030833
1575,Mojin: The Worm Valley,22381583,101516,22280067,2018.csv,2018,0.4535693476194244,99.54643065238058
1576,Solace,22354572,0,22354572,2015.csv,2015,0.0,100.0
1577,Twenty,22271862,136125,22135737,2015.csv,2015,0.6111972137758397,99.38880278622416
1578,Fei chang xing yun,22259179,64432,22194747,2013.csv,2013,0.28946260776284694,99.71053739223716
1579,Fifty Shades of Black,22227514,11686940,10540574,2015.csv,2015,52.578709431922974,47.421290568077026
1580,Upside Down,22187813,105095,22082718,2012.csv,2012,0.4736609236791386,99.52633907632085
1581,Mr. Turner,22179785,3958500,18221285,2014.csv,2014,17.847332604892248,82.15266739510774
1582,Sabotage,22126842,10508518,11618324,2014.csv,2014,47.49217262906293,52.50782737093708
1583,The Glass Castle,22088533,17273059,4815474,2017.csv,2017,78.19921313923382,21.800786860766173
1584,Gretel & Hansel,22051055,15347654,6703401,2020.csv,2020,69.60054292186926,30.39945707813073
1585,A Thousand Words,22044277,18450127,3594150,2010.csv,2010,83.69576829396583,16.304231706034177
1586,Big Brother,22029250,85624,21943626,2018.csv,2018,0.3886832279809798,99.61131677201902
1587,Bullet to the Head,21947209,9489829,12457380,2013.csv,2013,43.23934309824999,56.76065690175002
1588,Leap! 2017 Re-release,21929861,21858070,71791,2017.csv,2017,99.67263358395203,0.32736641604796307
1589,Black or White,21833967,21571189,262778,2015.csv,2015,98.79647157110753,1.2035284288924684
1590,Master Z: The Ip Man Legacy,21832649,209454,21623195,2018.csv,2018,0.9593613674639299,99.04063863253607
1591,Welcome Back,21775694,1388365,20387329,2015.csv,2015,6.37575546386719,93.6242445361328
1592,Diana,21766271,335359,21430912,2013.csv,2013,1.5407278536594533,98.45927214634055
1593,Legends of Oz: Dorothy's Return,21755418,8462347,13293071,2014.csv,2014,38.897652989246176,61.10234701075383
1594,Proud Mary,21753365,20877013,876352,2018.csv,2018,95.97141867476596,4.02858132523405
1595,It Follows,21729511,14674076,7055435,2015.csv,2015,67.53063149925464,32.46936850074537
1596,22 Bullets,21695883,0,21695883,2010.csv,2010,0.0,100.0
1597,Just Wright,21584424,21540363,44061,2010.csv,2010,99.79586668608808,0.20413331391192094
1598,The Star 2019 Re-release,21502695,43510,21459185,2019.csv,2019,0.2023467290960505,99.79765327090395
1599,My Soul to Take,21500813,14744435,6756378,2010.csv,2010,68.57617430559486,31.42382569440514
1600,Our Family Wedding,21409028,20255281,1153747,2010.csv,2010,94.61093235993712,5.3890676400628745
1601,Love & Friendship,21401949,14016568,7385381,2016.csv,2016,65.49201663829776,34.507983361702244
1602,Shaft,21360215,21360215,0,2019.csv,2019,100.0,0.0
1603,Bears,21316745,17780194,3536551,2014.csv,2014,83.40951679067324,16.590483209326752
1604,Hotel Mumbai,21314816,9651611,11663205,2019.csv,2019,45.28123067072219,54.71876932927782
1605,Love Live! The School Idol Movie,21292009,115840,21176169,2015.csv,2015,0.5440538748598125,99.45594612514019
1606,I'm So Excited!,21245677,1368119,19877558,2013.csv,2013,6.439517083875463,93.56048291612453
1607,Unplanned,21238296,19005109,2233187,2019.csv,2019,89.48509334270508,10.514906657294917
1608,The Prison,21205329,207481,20997848,2017.csv,2017,0.9784380143312088,99.0215619856688
1609,The Prodigy,21150265,14856291,6293974,2018.csv,2018,70.24163054221779,29.75836945778221
1610,Beasts of the Southern Wild,21107746,12795746,8312000,2012.csv,2012,60.62109142302546,39.37890857697454
1611,Gonjiam: Haunted Asylum,21041950,115252,20926698,2018.csv,2018,0.5477249019221128,99.45227509807789
1612,Yves Saint Laurent,21026290,723593,20302697,2014.csv,2014,3.4413726815334513,96.55862731846655
1613,My Hero Academia: Two Heroes,21022724,5754556,15268168,2018.csv,2018,27.37302739644967,72.62697260355033
1614,The Infiltrator,21011110,15436808,5574302,2016.csv,2016,73.46974053250875,26.530259467491245
1615,Before Midnight,20994648,8114627,12880021,2013.csv,2013,38.650931418331,61.34906858166901
1616,71: Into the Fire,20967660,176638,20791022,2010.csv,2010,0.8424306765752593,99.15756932342474
1617,El nino,20918976,1237,20917739,2014.csv,2014,0.005913291358047353,99.99408670864194
1618,SuperFly,20780685,20545116,235569,2018.csv,2018,98.8664040670459,1.133595932954087
1619,The Photograph,20690779,20578185,112594,2020.csv,2020,99.45582522533347,0.5441747746665314
1620,Keanu,20651333,20591853,59480,2016.csv,2016,99.71197985137327,0.2880201486267254
1621,The Front Line,20629645,11018,20618627,2011.csv,2011,0.05340857780150846,99.9465914221985
1622,If Beale Street Could Talk,20596567,14915773,5680794,2018.csv,2018,72.4187336656638,27.581266334336203
1623,The Best Offer,20596350,100035,20496315,2013.csv,2013,0.48569285334537426,99.51430714665463
1624,Polisse,20590872,211440,20379432,2011.csv,2011,1.0268627768653993,98.9731372231346
1625,The Man with the Iron Fists,20546518,15634090,4912428,2012.csv,2012,76.09118975779741,23.9088102422026
1626,Race 2,20531909,1579940,18951969,2013.csv,2013,7.695046768422752,92.30495323157724
1627,Country Strong,20529194,20218921,310273,2010.csv,2010,98.48862551544887,1.5113744845511228
1628,Cock and Bull,20490872,82778,20408094,2016.csv,2016,0.4039749992094041,99.5960250007906
1629,The Sapphires,20423628,2450867,17972761,2012.csv,2012,12.000154918607016,87.99984508139298
1630,That Demon Within,20415934,172343,20243591,2014.csv,2014,0.8441592728503139,99.1558407271497
1631,The Clan,20381995,201227,20180768,2015.csv,2015,0.9872782325773312,99.01272176742268
1632,Burn the Stage: The Movie,20347513,4201819,16145694,2018.csv,2018,20.650282911724887,79.34971708827511
1633,Brahms: The Boy II,20311536,12611536,7700000,2020.csv,2020,62.090508566166534,37.909491433833466
1634,Cold War 2018 Re-release,20296042,4580048,15715994,2018.csv,2018,22.56621266353312,77.43378733646689
1635,Labor Day,20275812,13371528,6904284,2014.csv,2014,65.94817509651402,34.051824903485986
1636,Singh Is Bliing,20224851,919095,19305756,2015.csv,2015,4.5443845297055585,95.45561547029445
1637,The Bling Ring,20045576,5845732,14199844,2013.csv,2013,29.162205166865746,70.83779483313425
1638,The Company You Keep,20014680,5133027,14881653,2012.csv,2012,25.646310608013717,74.35368939198628
1639,The Wife,19978189,9601092,10377097,2018.csv,2018,48.05786950959369,51.94213049040631
1640,They Shall Not Grow Old,19866389,17956913,1909476,2018.csv,2018,90.38840928766673,9.611590712333278
1641,The Rooftop,19833152,85755,19747397,2013.csv,2013,0.43238210446831643,99.56761789553168
1642,Gone,19767535,11682205,8085330,2012.csv,2012,59.0979350738471,40.90206492615291
1643,It Comes at Night,19735344,13985117,5750227,2017.csv,2017,70.86330494163163,29.136695058368378
1644,Another Year,19722766,3205706,16517060,2010.csv,2010,16.25383579564854,83.74616420435146
1645,Brothers,19694450,613775,19080675,2015.csv,2015,3.116487132161599,96.8835128678384
1646,Blackhat,19652057,8005980,11646077,2015.csv,2015,40.738636164143024,59.26136383585698
1647,Youth in Revolt,19651093,15281286,4369807,2010.csv,2010,77.76303333356573,22.23696666643428
1648,The Guard,19561904,5360274,14201630,2011.csv,2011,27.401596490811936,72.59840350918806
1649,Puella Magi Madoka Magica the Movie Part III: The Rebellion Story,19544634,375627,19169007,2013.csv,2013,1.9218932418995411,98.07810675810046
1650,Margin Call,19504039,5354039,14150000,2011.csv,2011,27.450924395711063,72.54907560428893
1651,In This Corner of the World,19496308,172147,19324161,2016.csv,2016,0.8829723042947414,99.11702769570526
