adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,,0,"[{'id': 27, 'name': 'Horror'}]",,290656,tt2350852,en,Raised by Wolves,"When a group of friends come across an abandoned house in the barren desert, what follows is a terrifying tale of evil possession causing the friends to slowly turn against each other.",6.335,/rrOTHRNKw7l0FdPwQUqcH406xb4.jpg,"[{'id': 87826, 'logo_path': None, 'name': 'Sawhorse Productions', 'origin_country': ''}, {'id': 87827, 'logo_path': None, 'name': 'Helios Productions (II)', 'origin_country': ''}, {'id': 23928, 'logo_path': None, 'name': 'San Francisco Independent Cinema', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-08-18,0,76,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Raised by Wolves,False,4.1,10
