adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,/p9JcAhM62U7exDGrSVqeITjlAsf.jpg,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",,586592,tt8816194,en,Come to Daddy,"After receiving a cryptic letter from his estranged father, Norval travels to his dad’s oceanfront home for what he hopes will be a positive experience. If only he’d known the dark truth about his old man beforehand.",18.766,/197JwBpJ7TW7WtBvNLDb6gj7N9Z.jpg,"[{'id': 61011, 'logo_path': '/kDPeollsOtUtGqqEF4P29NwEjf5.png', 'name': 'Scythia Films', 'origin_country': 'CA'}, {'id': 88872, 'logo_path': '/cETPLqPc02ju1z9rHvCtp4ZbjwB.png', 'name': 'Firefly Films', 'origin_country': 'NZ'}, {'id': 9225, 'logo_path': '/7P0jOFlckSJ2HRijCcP8IspQc37.png', 'name': 'Blinder Films', 'origin_country': 'IE'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'NZ', 'name': 'New Zealand'}]",2019-09-05,57998,93,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,From The Team Behind The Witch And The Greasy Strangler,Come to Daddy,False,5.9,188
